CD_CONTRATO_VENDA,CD_PLANO,DT_SUSPENSAO,DT_EXCLUSAO,FG_FATURA_INTERNACAO,CD_PESSOA_EMPRESA,CD_UNIMED,DT_INI_VIGENCIA,CD_TAB_PRECO,CD_CATEG,FG_EXIBE_PESQ_MANUAL,FG_BENEF_CARTAO_UNICO,FG_ENVIA_DADOS_ANS,TP_ACOMOD_INTERN_PADRAO,DT_ADAPTACAO,FG_PLAC,CD_CONTRATANTE_AGRUPADOR,NM_CONTRATANTE_AGRUPADOR,DS_CONVENIO,DS_MOTIVO_SUSP_UN,IND_CO_PARTICIPACAO,TP_REMISSAO,ID_ORIGEM
1645202600061001,164520245,,,N,429694,164,16/02/2000,2417,,S,S,S,01,,N,1645101,UNIARAXA UNIPLAN,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,0,0,6102
1645203600068001,164520345,,,N,429697,164,20/03/2000,2445,,S,S,S,01,,N,1645101,UNIARAXA UNIPLAN,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,0,0,6123
1645204600213001,1645204B2,,,N,429783,164,01/04/2002,2481,,S,S,S,01,,N,1645101,UNIARAXA UNIPLAN,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,0,0,6140
1645204601144001,1645204B6,,,N,429928,164,05/04/2006,2485,,S,S,S,01,,N,1645101,UNIARAXA UNIPLAN,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,0,0,6150
1645205600231001,1645205B2,,,N,429796,164,09/05/2002,2508,,S,S,S,01,,N,1645101,UNIARAXA UNIPLAN,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,0,0,6170
1645205600807001,1645205B5,,,N,429910,164,03/05/2005,2511,,S,S,S,01,,N,1645101,UNIARAXA UNIPLAN,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,0,0,6175
1645209700055001,1645209C2,,,N,429973,164,26/09/2002,2613,,S,S,S,02,,N,1645101,UNIARAXA UNIPLAN,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,0,0,6226
1645211600651001,1645211B4,,,N,429895,164,19/11/2004,2662,,S,S,S,01,,N,1645101,UNIARAXA UNIPLAN,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,0,0,6251
1645212600440001,1645212B3,,,N,429882,164,11/12/2003,2686,,S,S,S,01,,N,1645101,UNIARAXA UNIPLAN,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,0,0,6274
1645409600111001,164540945,,,N,429721,164,21/09/2000,2711,,S,S,S,01,,N,1645101,UNIARAXA UNIPLAN,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,0,0,6292
1646136001,164613645,,,N,426289,164,08/02/2000,5618,,S,S,S,01,,N,6134,MEDCOOP/FUNCION.,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,0,0,6309
1647503019289001,7501A7512ENF,,,N,428756,164,01/06/1998,6995,,S,S,S,02,,N,1647501,PIF,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,0,0,6337
1647504013964001,7501A7512ENF,,,N,427322,164,01/04/1996,6995,,S,S,S,02,,N,1647501,PIF,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,0,0,6353
1647505014012001,7501A7512APT,,,N,427427,164,04/04/1996,6994,,S,S,S,01,,N,1647501,PIF,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,0,0,6371
1647507000517001,7501A7512APT,,,N,426608,164,27/08/1998,6994,,S,S,S,01,,N,1647501,PIF,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,0,0,6387
1647507001251001,1647507R,,,N,426617,164,27/08/1998,3112,,S,S,S,01,,N,1647501,PIF,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,0,0,6395
1647507001283001,7501A7512ENF,,,N,426626,164,31/10/1993,6995,,S,S,S,02,,N,1647501,PIF,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,0,0,6403
1647507006235001,7501A7512APT,,,N,426677,164,27/08/1998,6994,,S,S,S,01,,N,1647501,PIF,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,0,0,6411
1647507007339001,7501A7512ENF,,,N,426693,164,30/09/1994,6995,,S,S,S,02,,N,1647501,PIF,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,0,0,6423
1647507010145001,7501A7512ENF,,,N,426707,164,30/06/1995,6995,,S,S,S,02,,N,1647501,PIF,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,0,0,6434
1647507020455001,7501A7512ENF,,,N,426790,164,21/05/1997,6995,,S,S,S,02,,N,1647501,PIF,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,0,0,6447
1647509012253001,1647509I,,,N,426726,164,30/09/1995,3191,,S,S,S,02,,N,1647501,PIF,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,0,0,6466
1647510012334001,7501A7512ENF,,,N,490846,164,31/10/1995,6995,,S,S,S,02,,N,1647501,PIF,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,0,0,6471
1647510016118001,1647510AA,,,N,426773,164,01/10/1996,3230,,S,S,S,02,,N,1647501,PIF,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,0,0,6482
1647511012385001,1647511LB,,,N,426740,164,30/11/1995,3316,,S,S,S,01,,N,1647501,PIF,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,0,0,6489
1647512016136001,7501A7512ENF,,,N,426778,164,01/12/1996,6995,,S,S,S,02,,N,1647501,PIF,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,0,0,6501
1647601212108001,7601A7612,,,N,429094,164,21/12/1998,6969,,S,S,S,02,,N,1647601,NOVO UNIPLAN,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,0,0,6516
1647602063861001,1647602X4,,,N,426820,164,01/02/1997,3412,,S,S,S,01,,N,1647601,NOVO UNIPLAN,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,0,0,6523
1647603130715001,7601A7612,,,N,427275,164,30/03/1998,6969,,S,S,S,02,,N,1647601,NOVO UNIPLAN,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,0,0,6536
1647604130673001,1647604VA,,,N,427257,164,29/04/1998,3427,,S,S,S,02,,N,1647601,NOVO UNIPLAN,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,0,0,6542
1647605095081001,1647605R,,,N,490989,164,10/05/1997,3433,,S,S,S,02,,N,1647601,NOVO UNIPLAN,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,0,0,6553
1647605130683001,1647605XA,,,N,427264,164,01/08/1998,3443,,S,S,S,01,,N,1647601,NOVO UNIPLAN,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,0,0,6563
1647606063895001,7601A7612B13,,,N,426839,164,20/06/1997,7055,,S,S,S,01,,N,1647601,NOVO UNIPLAN,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,0,0,6568
1647607095086001,1647607V,,,N,426861,164,01/07/1997,3461,,S,S,S,02,,N,1647601,NOVO UNIPLAN,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,0,0,6580
1647607130662001,1647607X,,,N,427254,164,20/07/1997,3464,,S,S,S,01,,N,1647601,NOVO UNIPLAN,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,0,0,6586
1647609140333001,1647609V,,,N,427530,164,20/09/1997,3476,,S,S,S,02,,N,1647601,NOVO UNIPLAN,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,0,0,6590
1647610140320001,1647610X,,,N,427526,164,20/10/1997,3486,,S,S,S,01,,N,1647601,NOVO UNIPLAN,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,0,0,6594
1647611210985001,1647611VA,,,N,429047,164,21/10/1998,3494,,S,S,S,02,,N,1647601,NOVO UNIPLAN,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,0,0,6605
1647612140367001,7601A7612,,,N,427543,164,10/12/1997,6969,,S,S,S,02,,N,1647601,NOVO UNIPLAN,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,0,0,6612
1647701514175001,16477014A,,,N,429622,164,05/01/1996,3521,,S,S,S,02,,N,1647701,UNIPLAN,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,0,0,6619
1647701517508001,164770144,,,N,429634,164,25/01/1996,3520,,S,S,S,01,,N,1647701,UNIPLAN,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,0,0,6625
1642683001,455753071,,,N,601645,164,01/10/2012,6985,,S,S,S,02,,N,1,PRE-PAGAMENTO ,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,12633
1647930164462001,442759039,,,N,602523,164,16/10/2012,6795,,S,S,S,02,,N,1647921,ARAXAPART ESTADUAL,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,12649
1647931174481001,442760032,,,N,602891,164,01/11/2012,6797,,S,S,S,01,,N,1647921,ARAXAPART ESTADUAL,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,12669
1647931164492001,442759039,,,N,476909,164,01/11/2012,6795,,S,S,S,02,,N,1647921,ARAXAPART ESTADUAL,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,12681
1642686001,455804079,,,N,604016,164,14/11/2012,6979,,S,S,S,01,,N,1,PRE-PAGAMENTO ,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,12706
1647931174523001,442760032,,,N,604132,164,20/11/2012,6797,,S,S,S,01,,N,1647921,ARAXAPART ESTADUAL,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,12718
1647931174532001,442760032,,,N,451368,164,26/11/2012,6797,,S,S,S,01,,N,1647921,ARAXAPART ESTADUAL,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,12732
1647962194551001,450096042,,,N,605227,164,06/12/2012,7043,,S,S,S,00,,N,1647951,AMBULAT CO-PARTIC,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,12753
1642703001,455804079,,,N,427108,164,10/12/2012,6979,,S,S,S,01,,N,1,PRE-PAGAMENTO ,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,12775
1647932164567001,442759039,,,N,566506,164,11/12/2012,6795,,S,S,S,02,,N,1647921,ARAXAPART ESTADUAL,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,12782
1647932174573001,442760032,,,N,605767,164,17/12/2012,6797,,S,S,S,01,,N,1647921,ARAXAPART ESTADUAL,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,12792
1642717002,455753071,,,N,427105,164,04/01/2013,12310,,S,S,S,02,,N,1,PRE-PAGAMENTO ,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,12816
1647921174604001,442760032,,,N,606961,164,10/01/2013,6797,,S,S,S,01,,N,1647921,ARAXAPART ESTADUAL,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,12829
1647921174615001,442760032,,,N,435075,164,18/01/2013,6797,,S,S,S,01,,N,1647921,ARAXAPART ESTADUAL,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,12843
1647921164627001,442759039,,,N,607318,164,16/01/2013,6795,,S,S,S,02,,N,1647921,ARAXAPART ESTADUAL,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,12855
1647922174636001,442760032,,,N,607617,164,01/02/2013,6797,,S,S,S,01,,N,1647921,ARAXAPART ESTADUAL,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,12864
1647952194652001,450096042,,,N,607860,164,01/02/2013,7043,,S,S,S,00,,N,1647951,AMBULAT CO-PARTIC,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,12882
1647922174659001,442760032,,,N,607808,164,04/02/2013,6797,,S,S,S,01,,N,1647921,ARAXAPART ESTADUAL,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,12889
1642726001,455753071,,,N,608560,164,01/02/2013,6985,,S,S,S,02,,N,1,PRE-PAGAMENTO ,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,12911
1647952194688001,450096042,,,N,608795,164,15/02/2013,7043,,S,S,S,00,,N,1647951,AMBULAT CO-PARTIC,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,12933
1647923164711001,442759039,,,N,432883,164,01/03/2013,6795,,S,S,S,02,,N,1647921,ARAXAPART ESTADUAL,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,12959
1647923174722001,442760032,,,N,443668,164,01/03/2013,6797,,S,S,S,01,,N,1647921,ARAXAPART ESTADUAL,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,12971
1647923164736001,442759039,,,N,609600,164,01/03/2013,6795,,S,S,S,02,,N,1647921,ARAXAPART ESTADUAL,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,12986
1642738001,455804079,,,N,609897,164,01/03/2013,6979,,S,S,S,01,,N,1,PRE-PAGAMENTO ,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,13000
1642740001,455804079,,,N,610397,164,19/03/2013,6979,,S,S,S,01,,N,1,PRE-PAGAMENTO ,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,13019
1647924164785001,442759039,,,N,554004,164,01/04/2013,6795,,S,S,S,02,,N,1647921,ARAXAPART ESTADUAL,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,13045
1647924174795001,442760032,,,N,611407,164,03/04/2013,6797,,S,S,S,01,,N,1647921,ARAXAPART ESTADUAL,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,13058
1647924164812001,442759039,,,N,612274,164,12/04/2013,6795,,S,S,S,02,,N,1647921,ARAXAPART ESTADUAL,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,13077
1642753001,455804079,,,N,612866,164,09/04/2013,6979,,S,S,S,01,,N,1,PRE-PAGAMENTO ,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,13099
1642758001,455804079,,,N,613445,164,01/05/2013,6979,,S,S,S,01,,N,1,PRE-PAGAMENTO ,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,13130
1647925164888001,442759039,,,N,428514,164,16/05/2013,6795,,S,S,S,02,,N,1647921,ARAXAPART ESTADUAL,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,13164
1647926164907001,442759039,,,N,427493,164,01/06/2013,6795,,S,S,S,02,,N,1647921,ARAXAPART ESTADUAL,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,13185
1647926164952001,442759039,,,N,608888,164,07/06/2013,6795,,S,S,S,02,,N,1647921,ARAXAPART ESTADUAL,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,13234
1647957194990001,450096042,,,N,617810,164,11/07/2013,7043,,S,S,S,00,,N,1647951,AMBULAT CO-PARTIC,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,13275
1642772001,455753071,,,N,429362,164,15/07/2013,6985,,S,S,S,02,,N,1,PRE-PAGAMENTO ,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,13290
1647928165029001,442759039,,,N,486456,164,01/08/2013,6795,,S,S,S,02,,N,1647921,ARAXAPART ESTADUAL,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,13321
1647928175058001,442760032,,,N,619769,164,19/08/2013,6797,,S,S,S,01,,N,1647921,ARAXAPART ESTADUAL,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,13357
1642783001,455804079,,,N,620217,164,01/09/2013,6979,,S,S,S,01,,N,1,PRE-PAGAMENTO ,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,13365
1647959195095001,450096042,,,N,621475,164,11/09/2013,7043,,S,S,S,00,,N,1647951,AMBULAT CO-PARTIC,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,13400
1647929165112001,442759039,,,N,621817,164,26/09/2013,6795,,S,S,S,02,,N,1647921,ARAXAPART ESTADUAL,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,13420
1647703517502001,7701A7712B3,,,N,429632,164,01/03/1996,6997,,S,S,S,02,,N,1647701,UNIPLAN,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,0,0,6631
1647705000002001,7701A7712,,,N,426605,164,27/05/1998,7000,,S,S,S,02,,N,1647701,UNIPLAN,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,0,0,6639
1647706586009001,7701A7712B3,,,N,429654,164,10/06/1996,6997,,S,S,S,02,,N,1647701,UNIPLAN,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,0,0,6645
1647707004911001,1647707XK,,,N,426637,164,31/08/1998,3966,,S,S,S,01,,N,1647701,UNIPLAN,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,0,0,6652
1647707004920001,1647707SB,,,N,426642,164,31/08/1998,3939,,S,S,S,01,,N,1647701,UNIPLAN,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,0,0,6656
1647707004926001,7701A7712B13,,,N,426647,164,31/08/1998,6996,,S,S,S,01,,N,1647701,UNIPLAN,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,0,0,6661
1647707004938001,1647707ZA,,,N,426653,164,31/08/1998,3975,,S,S,S,01,,N,1647701,UNIPLAN,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,0,0,6666
1647707004951001,1647707X,,,N,426658,164,25/07/1993,11743,,S,S,S,01,,N,1647701,UNIPLAN,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,0,0,6670
1647707004964001,1647707XJ,,,N,426663,164,31/08/1998,3965,,S,S,S,01,,N,1647701,UNIPLAN,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,0,0,6674
1647707127199001,7701A7712B13,,,N,427220,164,01/12/1998,6996,,S,S,S,01,,N,1647701,UNIPLAN,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,0,0,6686
1647707127213001,7701A7712B1,,,N,427227,164,03/08/2000,7016,,S,S,S,01,,N,1647701,UNIPLAN,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,0,0,6692
1647707137123001,7701A7712,,,N,427293,164,05/07/1994,7000,,S,S,S,02,,N,1647701,UNIPLAN,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,0,0,6697
1647707137158001,7701A7712,,,N,427303,164,31/08/1998,7000,,S,S,S,02,,N,1647701,UNIPLAN,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,0,0,6703
1647707137181001,7701A7712B13,,,N,427315,164,31/08/1998,6996,,S,S,S,01,,N,1647701,UNIPLAN,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,0,0,6715
1647707259885001,7701A7712,,,N,429229,164,31/08/1998,7000,,S,S,S,02,,N,1647701,UNIPLAN,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,0,0,6722
1647707299841001,1647707XF,,,N,429262,164,31/08/1998,3961,,S,S,S,01,,N,1647701,UNIPLAN,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,0,0,6729
1647707299848002,1647707V,,,N,429265,164,31/08/1998,3946,,S,S,S,02,,N,1647701,UNIPLAN,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,0,0,6732
1647707323832001,7701A7712B13,,,N,429303,164,27/08/1998,6996,,S,S,S,01,,N,1647701,UNIPLAN,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,0,0,6736
1647707323859001,7701A7712B13,,,N,429309,164,31/08/1998,6996,,S,S,S,01,,N,1647701,UNIPLAN,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,0,0,6741
1647707393866001,7701A7712B13,,,N,429391,164,31/08/1998,6996,,S,S,S,01,,N,1647701,UNIPLAN,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,0,0,6750
1647707393884001,7701A7712B13,,,N,429400,164,05/07/1995,6996,,S,S,S,01,,N,1647701,UNIPLAN,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,0,0,6757
1647707414266001,7701A7712B13,,,N,429451,164,01/08/1998,6996,,S,S,S,01,,N,1647701,UNIPLAN,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,0,0,6763
1647707414287001,1647707XA,,,N,429458,164,31/08/1998,3956,,S,S,S,01,,N,1647701,UNIPLAN,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,0,0,6770
1647708586030001,1647708XB,,,N,429661,164,10/08/1996,4035,,S,S,S,01,,N,1647701,UNIPLAN,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,0,0,6775
1647709467077001,7701A7712B1,,,N,429512,164,01/08/1998,7016,,S,S,S,01,,N,1647701,UNIPLAN,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,0,0,6779
1647710467065001,7701A7712B13,,,N,491481,164,01/08/1998,6996,,S,S,S,01,,N,1647701,UNIPLAN,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,0,0,6786
1647710658289001,7701A7712B1,,,N,491487,164,01/10/1996,7016,,S,S,S,01,,N,1647701,UNIPLAN,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,0,0,6790
1647712004977001,7701A7712B3,,,N,426669,164,01/08/1998,6997,,S,S,S,02,,N,1647701,UNIPLAN,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,0,0,6801
1647712698028001,7701A7712B1,,,N,429963,164,01/12/1996,7016,,S,S,S,01,,N,1647701,UNIPLAN,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,0,0,6809
1647803110151001,1647803B4,,,N,427167,164,01/03/2004,4334,,S,S,S,01,,N,1647801,CO PARTICIPACAO,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,6828
1647805110121001,1647805B2,,,N,427154,164,27/05/2002,4370,,S,S,S,01,,N,1647801,CO PARTICIPACAO,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,6842
1647809110142001,1647809B2,,,N,427163,164,13/09/2002,4439,,S,S,S,01,,N,1647801,CO PARTICIPACAO,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,6863
1647811110054001,1647811B,,,N,427132,164,22/11/2001,4479,,S,S,S,01,,N,1647801,CO PARTICIPACAO,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,6878
1647902140150001,1647902C3,,,N,427443,164,17/02/2003,4516,,S,S,S,02,,N,1647901,ARAXAPART,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,6899
1647904140262001,1647904C4,,,N,491657,164,26/04/2004,4529,,S,S,S,02,,N,1647901,ARAXAPART,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,6922
1647907140026001,1647907C2,,,N,427359,164,29/07/2002,4546,,S,S,S,02,,N,1647901,ARAXAPART,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,6942
1647907150192001,1647907D3,,,N,427601,164,09/07/2003,4550,,S,S,S,01,,N,1647901,ARAXAPART,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,6954
1647908140190001,1647908C3,,,N,427475,164,25/08/2003,4553,,S,S,S,02,,N,1647901,ARAXAPART,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,6960
1647909140209001,1647909C3,,,N,427486,164,06/09/2003,4559,,S,S,S,02,,N,1647901,ARAXAPART,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,6974
1647911140232001,1647911C3,,,N,427500,164,19/11/2003,4575,,S,S,S,02,,N,1647901,ARAXAPART,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,6992
1647921160236001,1647921C4,,,N,427750,164,07/01/2004,4588,,S,S,S,02,,N,1647921,ARAXAPART ESTADUAL,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,7014
1647921170264001,1647921D4,,,N,428291,164,26/01/2004,4593,,S,S,S,01,,N,1647921,ARAXAPART ESTADUAL,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,7036
1647922160010001,1647922C3,,,N,427641,164,26/02/2003,4601,,S,S,S,02,,N,1647921,ARAXAPART ESTADUAL,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,7055
1647922170282001,1647922D4,,,N,428298,164,18/02/2004,4608,,S,S,S,01,,N,1647921,ARAXAPART ESTADUAL,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,7077
1647923160024001,1647923C3,,,N,427651,164,21/03/2003,4614,,S,S,S,02,,N,1647921,ARAXAPART ESTADUAL,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,7093
1647923170031001,1647923D3,,,N,492705,164,25/03/2003,4620,,S,S,S,01,,N,1647921,ARAXAPART ESTADUAL,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,7138
1647923170322001,1647923D4,,,N,491988,164,22/03/2004,4621,,S,S,S,01,,N,1647921,ARAXAPART ESTADUAL,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,7149
1647924160349001,1647924C4,,,N,427793,164,17/04/2004,4635,,S,S,S,02,,N,1647921,ARAXAPART ESTADUAL,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,7174
1647924170342001,1647924D4,,,N,428331,164,16/04/2004,4641,,S,S,S,01,,N,1647921,ARAXAPART ESTADUAL,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,7228
1647925160413001,1647925C4,,,N,492079,164,31/05/2004,4649,,S,S,S,02,,N,1647921,ARAXAPART ESTADUAL,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,7272
1647925170380001,1647925D4,,,N,492113,164,05/05/2004,4655,,S,S,S,01,,N,1647921,ARAXAPART ESTADUAL,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,7312
1647926160088001,1647926C3,,,N,427685,164,12/06/2003,4663,,S,S,S,02,,N,1647921,ARAXAPART ESTADUAL,UNIMED ARAXA COOPERATIVA DE TRABALHO MEDICO LTDA,,1,0,7345
