CD_MUNIC,NM_MUNIC,SG_UF,ID_ORIGEM
2905701,CAMACARI,BA,2905701
2905800,CAMAMU,BA,2905800
2905909,CAMPO ALEGRE DE LOURDES,BA,2905909
2906006,CAMPO FORMOSO,BA,2906006
2906204,CANARANA,BA,2906204
2906303,CANAVIEIRAS,BA,2906303
2906402,CANDEAL,BA,2906402
2906501,CANDEIAS,BA,2906501
2906600,CANDIBA,BA,2906600
2906709,CANDIDO SALES,BA,2906709
2906873,CAPIM GROSSO,BA,2906873
2906899,CARAIBAS,BA,2906899
2906907,CARAVELAS,BA,2906907
2907103,CARINHANHA,BA,2907103
2907202,CASA NOVA,BA,2907202
2907301,CASTRO ALVES,BA,2907301
2907509,CATU,BA,2907509
2907558,CATURAMA,BA,2907558
2908002,COARACI,BA,2908002
2908101,COCOS,BA,2908101
2908200,CONCEICAO DE FEIRA,BA,2908200
2908408,CONCEICAO DO COITE,BA,2908408
2908507,CONCEICAO DE JACUIPE,BA,2908507
2908705,CONDEUBA,BA,2908705
2908804,CONTENDAS DO SINCORA,BA,2908804
2908903,CORACAO DE MARIA,BA,2908903
2909000,CORDEIROS,BA,2909000
2909109,CORIBE,BA,2909109
2909307,CORRENTINA,BA,2909307
2909505,CRAVOLANDIA,BA,2909505
2909802,CRUZ DAS ALMAS,BA,2909802
2909901,CURACA,BA,2909901
2910057,DIAS D AVILA,BA,2910057
2910206,DOM MACEDO COSTA,BA,2910206
2910305,ELISIO MEDRADO,BA,2910305
2910404,ENCRUZILHADA,BA,2910404
2910701,EUCLIDES DA CUNHA,BA,2910701
2910727,EUNAPOLIS,BA,2910727
2910800,FEIRA DE SANTANA,BA,2910800
2910859,FILADELFIA,BA,2910859
2910909,FIRMINO ALVES,BA,2910909
2911006,FLORESTA AZUL,BA,2911006
2911204,GANDU,BA,2911204
2911253,GAVIAO,BA,2911253
2911303,GENTIO DO OURO,BA,2911303
2911501,GONGOGI,BA,2911501
2911600,GOVERNADOR MANGABEIRA,BA,2911600
2911659,GUAJERU,BA,2911659
2911709,GUANAMBI,BA,2911709
2911808,GUARATINGA,BA,2911808
2911907,IACU,BA,2911907
2912004,IBIASSUCE,BA,2912004
2912103,IBICARAI,BA,2912103
2912301,IBICUI,BA,2912301
2912707,IBIRAPITANGA,BA,2912707
2912806,IBIRAPUA,BA,2912806
2912905,IBIRATAIA,BA,2912905
2913002,IBITIARA,BA,2913002
2913101,IBITITA,BA,2913101
2913309,ICHU,BA,2913309
2913507,IGUAI,BA,2913507
2913606,ILHEUS,BA,2913606
2913804,IPECAETA,BA,2913804
2913903,IPIAU,BA,2913903
2914000,IPIRA,BA,2914000
2914208,IRAJUBA,BA,2914208
2914406,IRAQUARA,BA,2914406
2914505,IRARA,BA,2914505
2914604,IRECE,BA,2914604
2914703,ITABERABA,BA,2914703
2914802,ITABUNA,BA,2914802
2914901,ITACARE,BA,2914901
2915007,ITAETE,BA,2915007
2915106,ITAGI,BA,2915106
2915205,ITAGIBA,BA,2915205
2915304,ITAGIMIRIM,BA,2915304
2915353,ITAGUACU DA BAHIA,BA,2915353
2915403,ITAJU DO COLONIA,BA,2915403
2915502,ITAJUIPE,BA,2915502
2915601,ITAMARAJU,BA,2915601
2915809,ITAMBE,BA,2915809
2916005,ITANHEM,BA,2916005
2916104,ITAPARICA,BA,2916104
2916203,ITAPE,BA,2916203
2916302,ITAPEBI,BA,2916302
2916401,ITAPETINGA,BA,2916401
2916609,ITAPITANGA,BA,2916609
2916708,ITAQUARA,BA,2916708
2916807,ITARANTIM,BA,2916807
2916906,ITIRUCU,BA,2916906
2917003,ITIUBA,BA,2917003
2917102,ITORORO,BA,2917102
2917201,ITUACU,BA,2917201
2917300,ITUBERA,BA,2917300
2917334,IUIU,BA,2917334
2917359,JABORANDI,BA,2917359
2917409,JACARACI,BA,2917409
2917508,JACOBINA,BA,2917508
2917607,JAGUAQUARA,BA,2917607
2917706,JAGUARARI,BA,2917706
2917904,JANDAIRA,BA,2917904
2918001,JEQUIE,BA,2918001
2918100,JEREMOABO,BA,2918100
2918209,JIQUIRICA,BA,2918209
2918308,JITAUNA,BA,2918308
2918357,JOAO DOURADO,BA,2918357
2918407,JUAZEIRO,BA,2918407
2918456,JUCURUCU,BA,2918456
2918506,JUSSARA,BA,2918506
2918555,JUSSARI,BA,2918555
2918605,JUSSIAPE,BA,2918605
2918704,LAFAIETE COUTINHO,BA,2918704
2918753,LAGOA REAL,BA,2918753
2918803,LAJE,BA,2918803
2919108,LAMARAO,BA,2919108
2919157,LAPAO,BA,2919157
2919207,LAURO DE FREITAS,BA,2919207
2919405,LICINIO DE ALMEIDA,BA,2919405
2919504,LIVRAMENTO DE NOSSA SENHORA,BA,2919504
2919553,LUIS EDUARDO MAGALHAES,BA,2919553
2919603,MACAJUBA,BA,2919603
2919702,MACARANI,BA,2919702
2919801,MACAUBAS,BA,2919801
2920106,MAIRI,BA,2920106
2920205,MALHADA,BA,2920205
2920403,MANOEL VITORINO,BA,2920403
2920502,MARACAS,BA,2920502
2920700,MARAU,BA,2920700
2920809,MARCIONILIO SOUZA,BA,2920809
2920908,MASCOTE,BA,2920908
2921005,MATA DE SAO JOAO,BA,2921005
2921104,MEDEIROS NT,BA,2921104
2921104,MEDEIROS NETO,BA,2921104
2921203,MIGUEL CALMON,BA,2921203
2921302,MILAGRES,BA,2921302
2921401,MIRANGABA,BA,2921401
2921500,MONTE SANTO,BA,2921500
2921708,MORRO DO CHAPEU,BA,2921708
2921807,MORTUGABA,BA,2921807
2921906,MUCUGE,BA,2921906
2922003,MUCURI,BA,2922003
2922102,MUNDO NOVO,BA,2922102
2922409,MUTUIPE,BA,2922409
2922706,NOVA CANAA,BA,2922706
2922755,NOVA IBIA,BA,2922755
2922805,NOVA ITARANA,BA,2922805
2923001,NOVA VICOSA,BA,2923001
2923050,NOVO TRIUNFO,BA,2923050
2923209,OLIVEIRA DOS BREJINHOS,BA,2923209
2923308,OURICANGAS,BA,2923308
2923357,OUROLANDIA,BA,2923357
2923407,PALMAS DE MONTE ALTO,BA,2923407
2923605,PARAMIRIM,BA,2923605
2923704,PARATINGA,BA,2923704
2923902,PAU BRASIL,BA,2923902
2924009,PAULO AFONSO,BA,2924009
2924108,PEDRAO,BA,2924108
2924405,PILAO ARCADO,BA,2924405
2924504,PINDAI,BA,2924504
2924603,PINDOBACU,BA,2924603
2924652,PINTADAS,BA,2924652
2924801,PIRITIBA,BA,2924801
2924900,PLANALTINO,BA,2924900
2925006,PLANALTO,BA,2925006
2925105,POCOES,BA,2925105
2925204,POJUCA,BA,2925204
2925303,PORTO SEGURO,BA,2925303
2925501,PRADO,BA,2925501
2925808,QUEIMADAS,BA,2925808
2926004,REMANSO,BA,2926004
2926103,RETIROLANDIA,BA,2926103
2926301,RIACHAO DO JACUIPE,BA,2926301
2926400,RIACHO DO SANTANA,GO,2926400
2926400,RIACHO DE SANTANA,BA,2926400
2926608,RIBEIRA DO POMBAL,BA,2926608
2926657,RIBEIRAO DO LARGO,BA,2926657
2926707,RIO DE CONTAS,BA,2926707
2927002,RIO REAL,BA,2927002
2927200,RUY BARBOSA,BA,2927200
2927408,SALVADOR,BA,2927408
2927507,SANTA BARBARA,BA,2927507
2927606,SANTA BRIGIDA,BA,2927606
2927705,SANTA CRUZ CABRALIA,BA,2927705
2927903,SANTA INES,BA,2927903
2928059,SANTA LUZ,BA,2928059
2928059,SANTA LUZIA,BA,2928059
2928109,SANTA MARIA DA VITORIA,BA,2928109
2928208,SANTANA,BA,2928208
2928307,SANTANOPOLIS,BA,2928307
2928505,SANTA TEREZINHA,BA,2928505
2928604,SANTO AMARO,BA,2928604
2928703,SANTO ANTONIO DE JESUS,BA,2928703
2928802,SANTO ESTEVAO,BA,2928802
2929057,SAO FELIX DO CORIBE,BA,2929057
2929107,SAO FELIPE,BA,2929107
2929206,MATARIPE,BA,2929206
2929206,SAO FRANCISCO DO CONDE,BA,2929206
2929255,SAO GABRIEL,BA,2929255
2929305,SAO GONCALO DOS CAMPOS,BA,2929305
2929404,SAO MIGUEL DAS MATAS,BA,2929404
2929503,SAO SEBASTIAO DO PASSE,BA,2929503
2929602,SAPEACU,BA,2929602
2930105,SENHOR DO BONFIM,BA,2930105
2930154,SERRA DO RAMALHO,BA,2930154
2930204,SENTO SE,BA,2930204
2930402,SERRA PRETA,BA,2930402
2930501,SERRINHA,BA,2930501
2930709,SIMOES FO,BA,2930709
2930774,SOBRADINHO,BA,2930774
2931004,TANHACU,BA,2931004
2931053,TANQUE NOVO,BA,2931053
2931103,TANQUINHO,BA,2931103
2931301,TAPIRAMUTA,BA,2931301
2931350,TEIXEIRA DE FREITAS,BA,2931350
2931806,TREMEDAL,BA,2931806
2931905,TUCANO,BA,2931905
2932101,UBAIRA,BA,2932101
2932200,UBAITABA,BA,2932200
2932408,UIBAI,BA,2932408
2932457,UMBURANAS,BA,2932457
2932507,UNA,BA,2932507
2932606,URANDI,BA,2932606
2932705,URUCUCA,BA,2932705
2932804,UTINGA,BA,2932804
2932903,VALENCA,BA,2932903
2933000,VALENTE,BA,2933000
2933109,VARZEA DO POCO,BA,2933109
2933158,VARZEA NOVA,BA,2933158
2933307,VITORIA DA CONQUISTA,BA,2933307
2933406,WAGNER,BA,2933406
2933604,XIQUE-XIQUE,BA,2933604
3100104,ABADIA DOS DOURADOS,MG,3100104
3100203,ABAETE,MG,3100203
3100302,ABRE CAMPO,MG,3100302
3100401,ACAIACA,MG,3100401
3100500,ACUCENA,MG,3100500
3100609,AGUA BOA,MG,3100609
3100708,AGUA COMPRIDA,MG,3100708
3100906,AGUAS FORMOSAS,MG,3100906
3101003,AGUAS VERMELHAS,MG,3101003
3101102,AIMORES,MG,3101102
3101201,AIURUOCA,MG,3101201
3101300,ALAGOA,MG,3101300
3101508,ALEM PARAIBA,MG,3101508
3101607,ALFENAS,MG,3101607
3101706,ALMENARA,MG,3101706
3101904,ALPINOPOLIS,MG,3101904
3102001,ALTEROSA,MG,3102001
3102100,ALTO RIO DOCE,MG,3102100
3102209,ALVARENGA,MG,3102209
3102308,ALVINOPOLIS,MG,3102308
3102407,ALVORADA DE MINAS,MG,3102407
3102605,ANDRADAS,MG,3102605
3102704,CACHOEIRA DE PAJEU,MG,3102704
3102803,ANDRELANDIA,MG,3102803
3102852,ANGELANDIA,MG,3102852
3102902,ANTONIO CARLOS,MG,3102902
3103009,ANTONIO DIAS,MG,3103009
3103306,ARACITABA,MG,3103306
3103405,ARACUAI,MG,3103405
3103504,ARAGUARI,MG,3103504
3103504,PIRACAIBA,MG,3103504
3103751,ARAPORA,MG,3103751
3103801,ARAPUA,MG,3103801
3103900,ARAUJOS,MG,3103900
3104007,ARAXA,MG,3104007
3104007,UNIMED ARAXA,MG,3104007
3104106,ARCEBURGO,MG,3104106
3104205,ARCOS,MG,3104205
3104304,AREADO,MG,3104304
3104403,ARGIRITA,MG,3104403
3104452,ARICANDUVA,MG,3104452
3104502,ARINOS,MG,3104502
3104700,ATALEIA,MG,3104700
3104809,AUGUSTO DE LIMA,MG,3104809
3104908,BAEPENDI,MG,3104908
3105103,BAMBUI,MG,3105103
3105202,BANDEIRA,MG,3105202
3105301,BANDEIRA DO SUL,MG,3105301
3105400,BARAO DE COCAIS,MG,3105400
3105608,BARBACENA,MG,3105608
3105707,BARRA LONGA,MG,3105707
3105905,BARROSO,MG,3105905
3106002,BELA VISTA DE MINAS,MG,3106002
3106200,BELO HORIZONTE,MG,3106200
3106309,BELO ORIENTE,MG,3106309
3106408,BELO VALE,MG,3106408
3106507,BERILO,MG,3106507
3106606,BERTOPOLIS,MG,3106606
3106705,BETIM,MG,3106705
3106804,BIAS FORTES,MG,3106804
3106903,BICAS,MG,3106903
3107000,BIQUINHAS,MG,3107000
3107109,BOA ESPERANCA,MG,3107109
3107307,BOCAIUVA,MG,3107307
3107307,DOLABELA,MG,3107307
3107406,BOM DESPACHO,MG,3107406
3107505,BOM JARDIM DE MINAS,MG,3107505
3107604,BOM JESUS DA PENHA,MG,3107604
3107802,BOM JESUS DO GALHO,MG,3107802
3107901,BOM REPOUSO,MG,3107901
3108008,BOM SUCESSO,MG,3108008
3108107,BONFIM,MG,3108107
3108206,BONFINOPOLIS,MG,3108206
3108206,BONFINOPOLIS DE MINAS,MG,3108206
3108305,BORDA DA MATA,MG,3108305
3108404,BOTELHOS,MG,3108404
3108503,BOTUMIRIM,MG,3108503
3108552,BRASILANDIA DE MINAS,MG,3108552
3108602,BRASILIA DE MINAS,MG,3108602
3108800,BRAUNAS,MG,3108800
3108909,BRAZOPOLIS,MG,3108909
3109006,BRUMADINHO,MG,3109006
3109105,BUENO BRANDAO,MG,3109105
3109204,BUENOPOLIS,MG,3109204
3109303,BURITIS,MG,3109303
3109402,BURITIZEIRO,MG,3109402
3109402,CACHOEIRA DA MANTEIGA,MG,3109402
3109402,PAREDAO DE MINAS,MG,3109402
3109501,CABO VERDE,MG,3109501
3109600,CACHOEIRA DA PRATA,MG,3109600
3109709,CACHOEIRA DE MINAS,MG,3109709
3109808,CACHOEIRA DOURADA,MG,3109808
3109907,CAETANOPOLIS,MG,3109907
3110004,CAETE,MG,3110004
3110103,CAIANA,MG,3110103
3110202,CAJURI,MG,3110202
3110301,CALDAS,MG,3110301
3110400,CAMACHO,MG,3110400
3110509,CAMANDUCAIA,MG,3110509
3110608,CAMBUI,MG,3110608
3110707,CAMBUQUIRA,MG,3110707
3110806,CAMPANARIO,MG,3110806
3110905,CAMPANHA,MG,3110905
3111002,CAMPESTRE,MG,3111002
3111101,CAMPINA VERDE,MG,3111101
3111150,CAMPO AZUL,MG,3111150
3111200,CAMPO BELO,MG,3111200
3111309,CAMPO DO MEIO,MG,3111309
3111408,CAMPO FLORIDO,MG,3111408
3111507,CAMPOS ALTOS,MG,3111507
3111606,CAMPOS GERAIS,MG,3111606
3111705,CANAA,MG,3111705
3111804,CANAPOLIS,MG,3111804
3111903,CANA VERDE,MG,3111903
3112000,CANDEIAS,MG,3112000
3112109,CAPARAO,MG,3112109
3112208,CAPELA NOVA,MG,3112208
3112307,CAPELINHA,MG,3112307
3112406,CAPETINGA,MG,3112406
3112505,CAPIM BRANCO,MG,3112505
3112604,CAPINOPOLIS,MG,3112604
3112703,ENEAS,MG,3112703
3112703,CAPITAO ENEAS,MG,3112703
3112802,CAPITOLIO,MG,3112802
3112901,CAPUTIRA,MG,3112901
3113008,CARAI,MG,3113008
3113206,CARANDAI,MG,3113206
3113305,CARANGOLA,MG,3113305
3113404,CARATINGA,MG,3113404
3113503,CARBONITA,MG,3113503
3113602,CAREACU,MG,3113602
3113602,CARIACU,MG,3113602
3113701,CARLOS CHAGAS,MG,3113701
3113909,CARMO DA CACHOEIRA,MG,3113909
3114006,CAMPOS,MG,3114006
3114006,CARMO DA MATA,MG,3114006
3114105,CARMO DE MINAS,MG,3114105
3114204,CARMO DO CAJURU,MG,3114204
3114303,CARMO DO PARANAIBA,MG,3114303
3114402,CARMOS DO RIO CLARO,MG,3114402
3114402,CARMO DO RIO CLARO,MG,3114402
3114501,CARMOPOLIS,MG,3114501
3114501,CARMOPOLIS DE MINAS,MG,3114501
3114550,CARNEIRINHO,MG,3114550
3114600,CARRANCAS,MG,3114600
3114709,CARVALHOPOLIS,MG,3114709
3114907,CASA GRANDE,MG,3114907
3115003,CASCALHO RICO,MG,3115003
3115102,CASSIA,MG,3115102
3115201,CONCEICAO DA BARRA DE MINAS,MG,3115201
3115300,CATAGUASES,MG,3115300
3115359,CATAS ALTAS,MG,3115359
3115409,CATAS ALTAS DA NORUEGA,MG,3115409
3115458,CATUJI,MG,3115458
3115474,CATUTI,MG,3115474
3115508,CAXAMBU,MG,3115508
3115607,CEDRO DO ABAETE,MG,3115607
3115706,CENTRAL DE MINAS,MG,3115706
3115805,CENTRALINA,MG,3115805
3116001,CHALE,MG,3116001
3116100,CHAPADA DO NORTE,MG,3116100
3116159,CHAPADA GAUCHA,MG,3116159
3116308,CIPOTANEA,MG,3116308
3116407,CLARAVAL,MG,3116407
3116506,CLARO DOS POCOES,MG,3116506
3116605,CLAUDIO,MG,3116605
3116704,COIMBRA,MG,3116704
3116902,COMENDADOR GOMES,MG,3116902
3117009,COMERCINHO,MG,3117009
3117108,CONCEICAO DA APARECIDA,MG,3117108
3117306,CONCEICAO DAS ALAGOAS,MG,3117306
3117405,CONCEICAO DE IPANEMA,MG,3117405
3117603,CONCEICAO DO PARA,MG,3117603
3117702,CONCEICAO DO RIO VERDE,MG,3117702
3117801,CONCEICAO DOS OUROS,MG,3117801
3117900,CONGONHAL,MG,3117900
3118007,LOBO LEITE,MG,3118007
3118007,CONGONHAS,MG,3118007
3118201,CIDADE INDUST CONTAGEM,MG,3118201
3118205,CONQUISTA,MG,3118205
3118304,CONSELHEIRO LAFAIETE,MG,3118304
3118403,CONSELHEIRO PENA,MG,3118403
3118601,CONTAGEM,MG,3118601
3118700,COQUEIRAL,MG,3118700
3118809,CORACAO DE JESUS,MG,3118809
3118908,CORDISBURGO,MG,3118908
3119005,CORDISLANDIA,MG,3119005
3119104,CORINTO,MG,3119104
3119104,CARINTO,MG,3119104
3119203,COROACI,MG,3119203
3119302,COROMANDEL,MG,3119302
3119401,CORONEL FABRICIANO,MG,3119401
3119500,CORONEL MURTA,MG,3119500
3119708,XAVIER CHAVES,MG,3119708
3119807,CORREGO DANTA,MG,3119807
3120102,COUTO DE MAGALHAES DE MINAS,MG,3120102
3120151,CRISOLITA,MG,3120151
3120201,CRISTAIS,MG,3120201
3120409,CRISTIANO OTONI,MG,3120409
3120508,CRISTINA,MG,3120508
3120607,CRUCILANDIA,MG,3120607
3120706,CRUZEIRO DA FORTALEZA,MG,3120706
3120706,BREJO BONITO,MG,3120706
3120805,CRUZILIA,MG,3120805
3120904,CURVELO,MG,3120904
3121001,DATAS,MG,3121001
3121100,DELFIM MOREIRA,MG,3121100
3121209,DELFINOPOLIS,MG,3121209
3121258,DELTA,MG,3121258
3121308,DESCOBERTO,MG,3121308
3121407,DESTERRO DE ENTRE RIOS,MG,3121407
3121605,DIAMANTINA,MG,3121605
3121803,DIONISIO,MG,3121803
3121902,DIVINESIA,MG,3121902
3122009,DIVINO,MG,3122009
3122108,DIVINO DAS LARANJEIRAS,MG,3122108
3122207,DIVINOLANDIA DE MINAS,MG,3122207
3122306,DIVINOPOLIS,MG,3122306
3122405,DIVISA NOVA,MG,3122405
3122454,DIVISOPOLIS,MG,3122454
3122470,DOM BOSCO,MG,3122470
3122603,DOM JOAQUIM,MG,3122603
3122702,DOM SILVERIO,MG,3122702
3122801,DOM VICOSO,MG,3122801
3123007,DORES DE CAMPOS,MG,3123007
3123205,DORES DO INDAIA,MG,3123205
3123304,DORES DO TURVO,MG,3123304
3123502,DOURADOQUARA,MG,3123502
3123601,ELOI MENDES,MG,3123601
3123700,ENGENHEIRO CALDAS,MG,3123700
3123809,NAVARRO,MG,3123809
3123809,ENGENHEIRO NAVARRO,MG,3123809
3123908,ENTRE RIOS DE MINAS,MG,3123908
3124005,ERVALIA,MG,3124005
3124104,ESMERALDAS,MG,3124104
3124203,ESPERA FELIZ,MG,3124203
3124302,ESPINOSA,MG,3124302
3124500,ESTIVA,MG,3124500
3124708,ESTRELA DO INDAIA,MG,3124708
3124807,ESTRELA DO SUL,MG,3124807
3125002,EWBANCK DA CAMARA,MG,3125002
3125101,EXTREMA,MG,3125101
3125200,FAMA,MG,3125200
3125606,FELISBURGO,MG,3125606
3125705,FELIXLANDIA,MG,3125705
3125903,FERROS,MG,3125903
3126000,FLORESTAL,MG,3126000
3126109,FORMIGA,MG,3126109
3126208,FORMOSO,MG,3126208
3126307,FORTALEZA DE MINAS,MG,3126307
3126604,FRANCISCO DUMONT,MG,3126604
3126703,FRANCISCO SA,MG,3126703
3126752,FRANCISCOPOLIS,MG,3126752
3126802,FREI GASPAR,MG,3126802
3126901,FREI INOCENCIO,MG,3126901
3127008,FRONTEIRA,MG,3127008
3127073,FRUTA DE LEITE,MG,3127073
3127107,FRUTAL,MG,3127107
3127107,APARECIDA DE MINAS,MG,3127107
3127305,GALILEIA,MG,3127305
3127503,GONZAGA,MG,3127503
3127602,GOUVEIA,MG,3127602
3127701,GOVERNADOR VALADARES,MG,3127701
3127800,GRAO MOGOL,MG,3127800
3127909,GRUPIARA,MG,3127909
3128006,GUANHAES,MG,3128006
3128105,GUAPE,MG,3128105
3128204,GUARACIABA,MG,3128204
3128303,GUARANESIA,MG,3128303
3128402,GUARANI,MG,3128402
3128501,GUARARA,MG,3128501
3128600,GUARDA-MOR,MG,3128600
3128709,GUAXUPE,MG,3128709
3128808,GUIDOVAL,MG,3128808
3128907,GUIMARANIA,MG,3128907
3129004,GUIRICEMA,MG,3129004
3129103,GURINHATA,MG,3129103
3129301,IAPU,MG,3129301
3129400,IBERTIOGA,MG,3129400
3129509,IBIA,MG,3129509
3129509,TOBATI,MG,3129509
3129608,IBIAI,MG,3129608
3129657,IBIRACATU,MG,3129657
3129707,IBIRACI,MG,3129707
3129806,IBIRITE,MG,3129806
3130002,IBITURUNA,MG,3130002
3130101,IGARAPE,MG,3130101
3130200,IGUARATINGA,MG,3130200
3130200,IGARATINGA,MG,3130200
3130309,IGUATAMA,MG,3130309
3130408,IJACI,MG,3130408
3130507,ILICINEA,MG,3130507
3130556,IMBE DE MINAS,MG,3130556
3130606,INCONFIDENTES,MG,3130606
3130705,INDIANOPOLIS,MG,3130705
3130903,INHAPIM,MG,3130903
3131000,INHAUMA,MG,3131000
3131109,INIMUTABA,MG,3131109
3131158,IPABA,MG,3131158
3131208,IPANEMA,MG,3131208
3131307,IPATINGA,MG,3131307
3131406,IPIACU,MG,3131406
3131505,IPUIUNA,MG,3131505
3131604,IRAI DE MINAS,MG,3131604
3131703,ITABIRA,MG,3131703
3131802,ITABIRINHA DE MANTENA,MG,3131802
3131901,ITABIRITO,MG,3131901
3132008,ITACAMBIRA,MG,3132008
3132107,ITACARAMBI,MG,3132107
3132206,ITAGUARA,MG,3132206
3132305,ITAIPE,MG,3132305
3132404,ITAJUBA,MG,3132404
3132503,ITAMARANDIBA,MG,3132503
3132701,ITAMBACURI,MG,3132701
3132800,ITAMBE DE MATO DENTRO,MG,3132800
3132909,ITAMOGI,MG,3132909
3133006,ITAMONTE,MG,3133006
3133105,ITANHANDU,MG,3133105
3133204,ITANHOMI,MG,3133204
3133303,ITAOBIM,MG,3133303
3133402,ITAPAGIPE,MG,3133402
3133501,ITAPECERICA,MG,3133501
3133600,ITAPEVA,MG,3133600
3133709,ITATIAIUCU,MG,3133709
3133758,ITAU DE MINAS,MG,3133758
3133808,ITAUNA,MG,3133808
3133907,ITAVERAVA,MG,3133907
3134004,ITINGA,MG,3134004
3134202,ITUIUTABA,MG,3134202
3134400,ITURAMA,MG,3134400
3134509,ITUTINGA,MG,3134509
3134608,JABOTICATUBAS,MG,3134608
3134707,JACINTO,MG,3134707
3134806,JACUI,MG,3134806
3134905,JACUTINGA,MG,3134905
3135001,JAGUARACU,MG,3135001
3135050,JAIBA,MG,3135050
3135100,JANAUBA,MG,3135100
3135209,JANUARIA,MG,3135209
3135308,JAPARAIBA,MG,3135308
3135357,JAPONVAR,MG,3135357
3135407,JECEABA,MG,3135407
3135506,JEQUERI,MG,3135506
3135605,JEQUITAI,MG,3135605
3135704,JEQUITIBA,MG,3135704
3135803,JEQUITINHONHA,MG,3135803
3135902,JESUANIA,MG,3135902
3136009,JOAIMA,MG,3136009
3136108,JOANESIA,MG,3136108
3136207,JOAO MONLEVADE,MG,3136207
3136306,JOAO PINHEIRO,MG,3136306
3136405,JOAQUIM FELICIO,MG,3136405
3136504,JORDANIA,MG,3136504
3136553,JOSE RAYDAN,MG,3136553
3136652,JUATUBA,MG,3136652
3136702,JUIZ DE FORA,MG,3136702
3136801,JURAMENTO,MG,3136801
3136900,JURUAIA,MG,3136900
3136959,JUVENILIA,MG,3136959
3137007,LADAINHA,MG,3137007
3137106,LAGAMAR,MG,3137106
3137205,LAGOA DA PRATA,MG,3137205
3137304,LAGOA DOS PATOS,MG,3137304
3137403,LAGOA DOURADA,MG,3137403
3137502,LAGOA FORMOSA,MG,3137502
3137536,LAGOA GRANDE,MG,3137536
3137601,LAGOA SANTA,MG,3137601
3137700,LAJINHA,MG,3137700
3137809,LAMBARI,MG,3137809
3137908,LAMIM,MG,3137908
3138104,LASSANCE,MG,3138104
3138203,LAVRAS,MG,3138203
3138302,LEANDRO PEREIRA,MG,3138302
3138302,LINDOIA,SC,3138302
3138351,LEME DO PRADO,MG,3138351
3138401,LEOPOLDINA,MG,3138401
3138500,LIBERDADE,MG,3138500
3138609,DUARTE GERAL,MG,3138609
3138609,LIMA DUARTE,MG,3138609
3138625,LIMEIRA DO OESTE,MG,3138625
3138658,LONTRA,MG,3138658
3138674,LUISBURGO,MG,3138674
3138682,LUISLANDIA,MG,3138682
3138708,LUMINARIAS,MG,3138708
3138807,LUZ,MG,3138807
3138906,MACHACALIS,MG,3138906
3139003,MACHADO,MG,3139003
3139102,MADRE DE DEUS DE MINAS,MG,3139102
3139201,MALACACHETA,MG,3139201
3139300,MANGA,MG,3139300
3139409,MANHUACU,MG,3139409
3139508,MANHUMIRIM,MG,3139508
3139607,MANTENA,MG,3139607
3139706,MARAVILHAS,MG,3139706
3139805,MAR DE ESPANHA,MG,3139805
3139904,MARIA DA FE,MG,3139904
3140001,MARIANA,MG,3140001
3140100,MARILAC,MG,3140100
3140159,MARIO CAMPOS,MG,3140159
3140209,MARIPA DE MINAS,MG,3140209
3140308,MARLIERIA,MG,3140308
3140407,MARMELOPOLIS,MG,3140407
3140506,MARTINHO CAMPOS,MG,3140506
3140530,MARTINS SOARES,MG,3140530
3140704,MATEUS LEME,MG,3140704
3140803,MATIAS BARBOSA,MG,3140803
3140852,MATIAS CARDOSO,MG,3140852
3140902,MATIPO,MG,3140902
3141009,MATO VERDE,MG,3141009
3141108,MATOZINHOS,MG,3141108
3141207,MATUTINA,MG,3141207
3141306,MEDEIROS,MG,3141306
3141405,MEDINA,MG,3141405
3141504,MENDES PIMENTEL,MG,3141504
3141603,MERCES,MG,3141603
3141702,MESQUITA,MG,3141702
3141801,MINAS NOVAS,MG,3141801
3141900,MINDURI,MG,3141900
3142007,MIRABELA,MG,3142007
3142106,MIRADOURO,MG,3142106
3142304,MOEDA,MG,3142304
3142403,MOEMA,MG,3142403
3142502,MONJOLOS,MG,3142502
3142601,MONSENHOR PAULO,MG,3142601
3142700,MONTALVANIA,MG,3142700
3142809,MONTE ALEGRE DE MINAS,MG,3142809
3142908,MONTE AZUL,MG,3142908
3143005,MONTE BELO,MG,3143005
3143104,MONTE CARMELO,MG,3143104
3143203,MONTE SANTO DE MINAS,MG,3143203
3143302,MONTES CLAROS,MG,3143302
3143401,MONTE SIAO,MG,3143401
3143500,MORADA NOVA DE MINAS,MG,3143500
3143708,MORRO DO PILAR,MG,3143708
3143807,MUNHOZ,MG,3143807
3143906,MURIAE,MG,3143906
3144003,MUTUM,MG,3144003
3144102,MUZAMBINHO,MG,3144102
3144300,NANUQUE,MG,3144300
3144359,NAQUE,MG,3144359
3144375,NATALANDIA,MG,3144375
3144409,NATERCIA,MG,3144409
3144508,NAZARENO,MG,3144508
3144607,NEPOMUCENO,MG,3144607
3144706,NOVA ERA,MG,3144706
3144805,NOVA LIMA,MG,3144805
3144904,NOVA MODICA,MG,3144904
3145000,NOVA PONTE,MG,3145000
3145109,NOVA RESENDE,MG,3145109
3145208,NOVA SERRANA,MG,3145208
3145307,NOVO CRUZEIRO,MG,3145307
3145455,OLHOS D AGUA,MG,3145455
3145505,OLIMPIO NORONHA,MG,3145505
3145604,OLIVEIRA,MG,3145604
3145703,OLIVEIRA FORTES,MG,3145703
