CD_TAB_PRECO;NM_TAB_PRECO;TP_TAB_PRECO;ID_ORIGEM
30001480011;LABORSON SERV MEDICOS - Nenhum;3;
30001484001;HOSP. VITORIA MISSEN - Nenhum;3;
30001484002;HOSP. DIVERSOS EXTREMO OESTE - Nenhum;3;
30001484003;HOSPITAL SANTO ANTONIO - Nenhum;3;
30001484004;SOC. HOSP. ITAPIRANGA - Nenhum;3;
30001485001;HOSP. REG. DE PALMITOS - Nenhum;3;
30001486001;HOSP. DIV. II EXTREMO OESTE - Nenhum;3;
30001486002;HOSP. DIV. III EXTREMO OESTE - Nenhum;3;
30001486003;HOSP. MARAN WATTE ACOSTA - Nenhum;3;
30001486004;HOSP SANTA RITA CÁSSIA UD.148 - Nenhum;3;
30001980001;HOSP. SÃO JOÃO BATISTA - Nenhum;3;
30001980002;HOSP. CARIDADE SÃO ROQUE - Nenhum;3;
30001980003;SOC. LIT. CARI. STO AGOSTINHO - Nenhum;3;
30001980004;HOSP N. S. DA CONCEIÇÃO - Nenhum;3;
30001980005;ASSOC. BENED. PROVIDENCIA - Nenhum;3;
30001980006;FUND. SOC. HOSP. IÇARA - Nenhum;3;
30001980007;CASA SAÚDE RIO MAINA - Nenhum;3;
30001980008;HOSP. UNIMED CRICIUMA - Nenhum;3;
30001980010;HOSP NOSSA SEN. NAVEGANTES - Nenhum;3;
30001980011;CLÍNICA PRONTO AR UD.198 - Nenhum;3;
30001980012;CLINIGASTRO UD.198 - Nenhum;3;
30001980013;DR JOAO CARDOSO FILHO UD 198 - Nenhum;3;
30001980014;DR LUIZ AUGUSTO BORBA UD 198 - Nenhum;3;
30001980015;DR ADRIANO CARTAXO ESMERALDO - Nenhum;3;
30001980016;DR MARCOS SCHNEIDER NUNES 198 - Nenhum;3;
30001980017;DRA DENISE HELENA PIOVESAN - Nenhum;3;
30001980018;DRA FABIANA B CREMA BERNARDI - Nenhum;3;
0;13;1;
1;PAGAMENTSSSSO E FATURAMENTO FUNDAÇÃO;1;
2;PAGAMENTO E FATURAMENTO TRACTEBEL/CASAN CONTRATO 0900;1;
3;FATURAMENTO DEMAIS CO E FEDERATIVO CO - ESPECIAL;1;
4;FATURAMENTO BUNGE;1;
5;FATURAMENTO E PAGAMENTO OAB BASICO - UNIMED E EMPRESA;1;
6;FATURAMENTO E PAGAMENTO OAB ESPECIAL - UNIMED E EMPRESA;1;
7;RASCUNHO;1;
8;FATURAMENTO UNIPLAN/UNIFLEX C/ OU S/ CO-PARTICIPAÇÃO - BÁSICO;1;
9;FATURAMENTO UNIPLAN/UNIFLEX C/ E S/ CO-PARTICIPAÇÃO - ESPECIAL;1;
10;FATURAMENTO FUNCIONARIOS UD VALE DO IGUAÇU;1;
11;FATURAMENTO CIASC;1;
12;FATURAMENTO TRE;1;
13;FATURAMENTO DEMAIS CO E FEDERATIVO CO BASICO E EMBRAPA;1;
14;FATURAMENTO TENIS CLUB;1;
15;FATURAMENTO INTERCÂMBIO FPOLIS - USUÁRIO EXTERNO;1;
16;FATURAMENTO E PAGAMENTO CEL. IRANI 2046;1;
17;FATURAMENTO E PAGAMENTO UNICOOP-COOPERAVISU;1;
18;FATURAMENTO FASM;1;
19;FATURAMENTO PLANO AMIGO;1;
20;FATURAMENTO CO VALOR DETERMINADO;1;
21;1FATURAMENTO INTERCAMBIO ESTADUAL-UNIMED/ FEA;1;
22;FATURAMENTO E PAGAMENTO INTERCÂMBIO UD SEGURADORA;1;
23;FATURAMENTO  E PAGAMENTO INTERCÂMBIO UD SEGURADORA;1;
24;FATURAMENTO  E PAGAMENTO INTERCÂMBIO UD SEGURADORA;1;
25;FATURAMENTO INTERCÂMBIO NACIONAL E PEA;1;
26;PAGAMENTO FUNDAÇÃO-MÉDICO;1;
27;PAGAMENTO CONTRATOS CO BÁSICO - MÉDICO;1;
28;PAGAMENTO VD PRÉ PAGAMENTO ESPECIAL - MÉDICO;1;
29;PAGAMENTO INTERCÂMBIO NACIONAL - UNIMED E MÉDICO;1;
30;1031;1;
31;FATURAMENTO ACIDASC-HM CBHPM -20% SADT IGUAL OS PRATICADO NOS CONTRATOS CO;1;
33;PAGAMENTO INTERCÂMBIO ESTADUAL - VALORES HM/CBHPM - 20% E SADT/AMB - UNIMED;1;
34;;1;
35;FATURAMENTO UNIPLAN/UNIFLEX EST. NAC.C/ S/ TX DE PART.-BASICO CONS. R$33,60;1;
36;PAGAMENTO INTERCÂMBIO ESTADUAL/FEA - MÉDICO;1;
37;PAGAMENTO OAB BASICO - MÉDICO;1;
38;PAGAMENTO OAB ESPECIAL - MÉDICO;1;
39;PAGAMENTO VD PRÉ PAGAMENTO BÁSICO - MÉDICO;1;
40;PAGAMENTO CONTRATOS CO ESPECIAL - MÉDICO;1;
41;FATURAMENTO INTERCAMBIO ESTADUAL/ FEA ESPECIAL;1;
42;PLANO AMIGO - PAGAMENTO PARA O MÉDICO;1;
43;PAGAMENTO INTERCÂMBIO ESTADUAL/FEA ESPECIAL - PAGAMENTO DO MÉDICO;1;
44;PAGAMENTO INTERCÂMBIO ESTADUAL/FEA ESPECIAL-UNIMED;1;
45;PAGAMENTO E FATURAMENTO DA SEARA;1;
49;PAGAMENTO PLANO VD PARA MÉDICO - UD MAFRA - ATENDIMENTO LOCAL;1;
50;FATURAMENTO CO - CBHPM CHEIA P/ HM E SADT 0,28 E 0,35 (VALOR AMB) ALTO IRANI;1;
51;FATURAMENTO CO ESP - CBHPM CHEIA P/ HM E SADT 0,28 E 0,35 (VALOR AMB) não usar;1;
52;FATURAMENTO CO EMPRESAS DE ALTO IRANI;1;
53;FATURAMENTO CO ESPECIAL DE VIDEIRA;1;
54;FATURAMENTO CO BÁSICO DE VIDEIRA;1;
55;CONFERENCIA VIDEIRA - CO E VD P/ COOPERADOS - PAGAMENTO MÉDICO;1;
56;CONFERENCIA VIDEIRA - INTERC. NACIONAL P/ COOPERADOS - PAGAMENTO MÉDICO;1;
57;CONFERENCIA VIDEIRA - INTERC. ESTADUAL - PAG. MÉDICO;1;
58;SC SAÚDE;1;
59;FATURAMENTO EMPRESAS CO VIDEIRA INT. NACIONAL CONS. R$42,00;1;
61;TABELA DE PREÇO LOCAL PARA CONTRATOS CO DE VIDEIRA;1;
348;3071101;1;
935;;1;
936;FATURAMENTO SEARA INTERCÂMBIO NACIONAL;1;
937;WEG E FAPPAM;1;
1001;Fundac?es;1;
1002;FUNDAÇÕES, TRACTEBEL, SESI E PROASA;1;
1003;CO que não aceitaram a CBHPM Especial;1;
1004;OAB Basico;1;
1005;OAB Especial;1;
1006;Funcionários Vale do Iguaçu;1;
1007;Ciasc;1;
1008;TRE;1;
1009;CO que não aceitaram a CBHPM Básico;1;
1010;Celulose Irani;1;
1011;Unicoop e Cooperavisu;1;
1012;Fasm - Atendimento Estadual e Local;1;
1013;Unimed Amigo - Jaraguá do Sul;1;
1014;Contrato CO Ud Araranguá;1;
1015;Seguradora Basico;1;
1016;Seguradora Plus;1;
1017;Seguradora Especial;1;
1018;INTERCAMBIO NACIONAL;1;
1019;INTERCÂMBIO ESTADUAL;1;
1020;Uniflex Oeste;1;
1021;UNIFLEX SUL;1;
1022;Ascidasc e Seara;1;
1023;CO Alto Irani - CBHPM Cheia;1;
1024;UNIMED XANXERÊ - ATENDIMENTO LOCAL;1;
1025;APAE E DEMAIS CONTRATOS COBERTURA SOMENTE CONSULTA;1;
1026;SC Saúde;1;
1027;Unimed Videira Atendimento Local;1;
1028;Seara Atendimento Nacional;1;
1029;WEG;1;
1030;Bunge Alimentos;1;
1031;CODIGO AMB/CBHPM-VALORES PARA HM E SADT CBHPM CHEIA - PAG. MED. VIDEIRA/JARAGUÁ;1;
1032;PAGAMENTO PLANO VD PARA MÉDICO - UD MAFRA - ATENDIMENTO LOCAL;1;
1033;Tabela Padr?o para Pagamento SC;1;
1034;Tabela Padrão para Pagamento em CO;1;
1035;Tabela Faturamento Fam e Fappam;1;
1036;UNIMED CAMPINAS/RIGESA;1;
1037;INTERCAMBIO NACIONAL / BF E FASM ATENDIMENTO NACIONAL / UNIMED OESTE DA BAHIA;1;
2000;TABELAS DE PAGAMENTO AO HEMOSC - PAGTO EM AMB (TODAS AS PRESTADORAS);1;
3340105;COOP-NAC;1;
3340106;COOP-SC;1;
3340108;COOP - EXCEÇÃO CRICIUMA;1;
3340110;COOP-EST/FUND;1;
3340111;COOP-VD/CO;1;
3340122;COOP-EST/FUND;1;
3340128;COOP-VD/CO/EST/FUND/NAC;1;
3340210;PREST-VD/CO/EST/SC/FUND/NAC;1;
6110103;COOP-FUND;1;
6110104;COOP-EST;1;
6110105;COOP-NAC;1;
6110111;COOP-VD/CO;1;
6110120;COOP-SC;1;
6110203;PREST - FUND;1;
6110205;PREST - NAC;1;
6110211;PREST-VD/CO;1;
6110220;PREST - EST/FUND;1;
6110227;PREST-EST/SC;1;
6110903;COOP/PREST-FUND-NI;1;
6110904;COOP/PREST-EST-NI;1;
6130101;COOP-VD;1;
6130102;COOP-CO;1;
6130105;COOP-NAC;1;
6130106;COOP-SC;1;
6130122;COOP-EST/FUND;1;
6130210;PREST-VD/CO/EST/SC/FUND/NAC;1;
6130922;COOP/PREST-EST/FUND-NI;1;
6180106;COOP-SC;1;
6180111;COOP-VD/CO;1;
6180126;COOP-EST/FUND/NAC;1;
6180206;PREST-SC;1;
6180211;PREST-VD/CO;1;
6180228;PREST-EST/FUND/NAC;1;
6180306;CRED-SC;1;
6180311;CRED - VD/CO;1;
6180326;CRED-EST/FUND/NAC;1;
6180328;CRED-VD/CO/EST/FUND/NAC;1;
6180926;COOP/PREST-EST/FUND/NAC-NI;1;
6220103;COOP-FUND;1;
6220104;COOP-EST;1;
6220105;COOP-NAC;1;
6220106;COOP-SC;1;
6220107;COOP-COOPERAVISU;1;
6220108;COOP-0168/0197/0272/0273;1;
6220111;COOP-VD/CO;1;
6220207;PREST-COOPERAVISU;1;
6220211;PREST-VD/CO;1;
6220227;PREST-EST/SC/FUND/NAC;1;
6220903;COOP/PREST-FUND-NI;1;
6220904;COOP/PREST-EST-NI;1;
6220907;COOP/PREST-COOPERAVISU-NI;1;
6220920;PREST-20184/20970/20210/20964-NI;1;
6270103;COOP-FUND;1;
6270104;COOP-EST;1;
6270105;COOP-NAC;1;
6270106;COOP-SC;1;
6270111;COOP-VD/CO;1;
6270211;PREST-VD/CO;1;
6270227;PREST-EST/SC/FUND/NAC;1;
6270511;PREST-VD/CO(HOSPITAL);1;
6270903;COOP/PREST-FUND-NI;1;
6270904;COOP/PREST-EST-NI;1;
6280101;COOP-VD;1;
6280102;COOP-CO;1;
6280104;COOP-EST;1;
6280105;COOP - NAC;1;
6280106;COOP-SC;1;
6280107;COOP-COOPERAVISU;1;
6280123;COOP-FUND;1;
6280211;PREST-VD/CO;1;
6280227;PREST-EST/SC/FUND/NAC;1;
6280310;CRED-VD/CO/EST/SC/FUND/NAC;1;
6280904;COOP/PREST-EST-NI;1;
6280907;COOP/PREST-COOPERAVISU-NI;1;
6280923;COOP/PREST-NAC/FUND-NI;1;
6340103;COOP-FUND;1;
6340104;COOP-EST;1;
6340105;COOP-NAC;1;
6340106;COOP-SC;1;
6340107;COOP-AMIGO;1;
6340111;COOP- VD/CO;1;
6340207;PREST-AMIGO;1;
6340211;PREST -VD/CO;1;
6340227;PREST-EST/SC/FUND/NAC;1;
6340903;COOP/PREST-FUND-NI;1;
6340904;COOP/PREST-EST-NI;1;
6350101;COOP-VD;1;
6350103;COOP-FUND;1;
6350104;COOP-EST;1;
6350105;COOP-NAC;1;
6350106;COOP-SC;1;
6350201;PREST-VD;1;
6350203;PREST-FUND;1;
6350204;PREST-EST;1;
6350206;PREST-SC;1;
6350226;PREST-NAC;1;
6350401;LAB-VD;1;
6350501;PREST VD CLINICA UNIMAGE;1;
6350903;COOP/PREST-FUND-NI;1;
6350904;COOP/PREST-EST-NI;1;
20000000000;0  - MEDICAMENTOS: BRASINDICE PMC / MATERIAIS: PREÇO UNIMED;2;
20000000001;01 - MEDICAMENTOS: BRASINDICE PMC COM REDUTOR DE 15% / MATERIAIS: PREÇO UNIMED;2;
20000000006;06 - MEDICAMENTOS: BRASINDICE PMC / MATERIAIS: SIMPRO PF;2;
20000000012;12 - MEDICAMENTOS: BRASINDICE PF + 22 / MATERIAIS: PREÇO UNIMED;2;
20000000013;13 - MEDICAMENTOS: BRASINDICE PF + 21,43 / MATERIAIS: PREÇO UNIMED;2;
20000000021;21 - MEDICAMENTOS: BRASINDICE PMC COM REDUTOR DE 15% / MATERIAIS: SIMPRO PF - 37%;2;
20000000022;22 - MEDICAMENTOS: BRASINDICE PMC COM REDUTOR DE 15% / MATERIAIS: SIMPRO PF - 40%;2;
20000000023;23 - MEDICAMENTOS: BRASINDICE PMC - 15% E RESTRITOS PF + 21,43% / MATERIAIS: SIMPRO + 21,43%;2;
20000000024;24 - MEDICAMENTOS: BRASINDICE PF + 15% / MATERIAIS: PREÇO UNIMED;2;
20000000025;25 - MEDICAMENTOS: BRASINDICE PF + 42% / MATERIAIS: SIMPRO PF;2;
20000000028;28 - MEDICAMENTOS: BRASINDICE PF + 20% / MATERIAIS: SIMPRO PF;2;
20000000030;30 - MEDICAMENTOS: BRASÍNDICE PMC / MATERIAIS: SIMPRO PF + 10%;2;
20000000031;31 - MEDICAMENTOS: BRASÍNDICE PMC / MATERIAIS: SIMPRO PF + 28%;2;
20000000032;32 - MEDICAMENTOS: BRASÍNDICE PMC / MATERIAIS: SIMPRO PF + 28,15%;2;
20000000033;33 - MEDICAMENTOS: BRASÍNDICE PMC / MATERIAIS: SIMPRO PF + 20%;2;
20000000002;02 - MEDICAMENTOS: BRASÍNDICE PMC / MATERIAIS: SIMPRO PF;2;
20000000003;03 - MEDICAMENTOS: BRASÍNDICE PMC COM REDUTOR DE 15% / MATERIAIS: SIMPRO PF + 21,43%;2;
20000000004;04 - TABELA ESPECIAL - CLÍNICA POLICLÍNICA;2;
20000000005;05 - MEDICAMENTOS: BRASÍNDICE PMC COM REDUTOR DE 15% / MATERIAIS: SIMPRO PF - 15%;2;
20000000014;14 - MEDICAMENTOS: BRASINDICE PF + 18 / MATERIAIS: PREÇO UNIMED;2;
20000000017;17 - MEDICAMENTOS: BRASINDICE PF + 15% / MATERIAIS: SIMPRO PF + 10%;2;
20000000018;18 - MEDICAMENTOS: BRASINDICE PF E QUIMIOTERAPICOS PF + 15% / MATERIAIS: SIMPRO PF;2;
20000000019;19 - MEDICAMENTOS: BRASINDICE PF + 5% / MATERIAIS: SIMPRO PF + 5%;2;
20000000020;20 - MEDICAMENTOS: BRASINDICE PF + 15% / MATERIAIS: PREÇO UNIMED + 10%;2;
20000000026;26 - MEDICAMENTOS: BRASINDICE PMC - 15% E RESTRITOS PF + 21,43% / MATERIAIS: SIMPRO;2;
20000000035;35 - MEDICAMENTOS: BRASINDICE PF + 20% / MATERIAIS: PREÇO UNIMED;2;
20000000008;08 - MEDICAMENTOS: BRASÍNDICE PMC COM REDUTOR DE 15% / MATERIAIS: SIMPRO PF;2;
20000000011;11 - MEDICAMENTOS: BRASÍNDICE PF + 21,43% / MATERIAIS: SIMPRO (PF) + 21,43%;2;
20000000015;15 - MEDICAMENTOS: BRASINDICE PMC - 15% E PF + 18% / MATERIAIS: PREÇO UNIMED;2;
20000000016;16 - MEDICAMENTOS: BRASINDICE PMC - 15% E PF + 13% / MATERIAIS: PREÇO UNIMED;2;
20000000027;27 - MATERNIDADE CATARINA KUSS;2;
20000000029;29 - MEDICAMENTOS: BRASINDICE PF + 19% / MATERIAIS: PREÇO UNIMED;2;
20000000034;34 - MEDICAMENTOS: BRASÍNDICE PMC / MATERIAIS: SIMPRO PF - 25%;2;
20000000007;07 - TABELA ESPECIAL - DONA HELENA JOINVILLE;2;
20000000009;09 - MEDICAMENTOS: BRASÍNDICE PF / MATERIAIS: SIMPRO PF;2;
20000000010;10 - MEDICAMENTOS: BRASINDICE PF + 15% / MATERIAIS: SIMPRO PF + 15%;2;
30000000001;FALTA DESCRIÇÃO - Nenhum;3;
30000000002;FALTA DESCRIÇÃO - Nenhum;3;
30000000003;FALTA DESCRIÇÃO - Nenhum;3;
30000000004;FALTA DESCRIÇÃO - Nenhum;3;
30000000005;FALTA DESCRIÇÃO - Nenhum;3;
30000000006;FALTA DESCRIÇÃO - Nenhum;3;
30000000007;DRA. GLAUCE E DR. ANDRE UD.634 - Nenhum;3;
30000000008;DR. EDSON SCHULZ UD. 634 - Nenhum;3;
30000000009;FALTA DESCRIÇÃO - Nenhum;3;
30000000010;15 - Nenhum;3;
30000000011;FALTA DESCRIÇÃO - Nenhum;3;
30000000012;13 - Nenhum;3;
30000000013;FALTA DESCRIÇÃO - Nenhum;3;
30000000014;FALTA DESCRIÇÃO - Nenhum;3;
30000000015;FALTA DESCRIÇÃO - Nenhum;3;
30000000016;FALTA DESCRIÇÃO - Nenhum;3;
30000000017;FALTA DESCRIÇÃO - Nenhum;3;
30000000018;DEOLINDO J. BAGGIO REAJ 5,76% - Nenhum;3;
30000000019;FALTA DESCRIÇÃO - Nenhum;3;
30000000020;FALTA DESCRIÇÃO - Nenhum;3;
30000000021;FALTA DESCRIÇÃO - Nenhum;3;
30000000022;FALTA DESCRIÇÃO - Nenhum;3;
30000000023;FALTA DESCRIÇÃO - Nenhum;3;
30000000024;FALTA DESCRIÇÃO - Nenhum;3;
30000000025;FALTA DESCRIÇÃO - Nenhum;3;
30000000026;FALTA DESCRIÇÃO - Nenhum;3;
30000000027;FALTA DESCRIÇÃO - Nenhum;3;
30000000028;FALTA DESCRIÇÃO - Nenhum;3;
30000000029;FALTA DESCRIÇÃO - Nenhum;3;
30000000031;FALTA DESCRIÇÃO - Nenhum;3;
30000000032;FALTA DESCRIÇÃO - Nenhum;3;
30000000034;COT UD 627 PORTE 0 AO 4 - Nenhum;3;
30000000035;HOSP. DOM JOAQUIM UD. 334 - Nenhum;3;
30000000036;FUND. BENEF. DE CORUPÁ UD. 634 - Nenhum;3;
30000000047;CLÍN SÃO CAMILO LTDA UD. 634 - Nenhum;3;
30000000048;CLIN. CORINTHI LTDA UD. 634 - Nenhum;3;
30000000049;VIDEOCLÍNICA E FIS WS UD.634 - Nenhum;3;
30000000050;CLIN. ODONTO DERMA LTDA UD.634 - Nenhum;3;
30000000051;DR. LUIZ C. BIANCHI UD. 634 - Nenhum;3;
30000000052;DR. ANTONIO A. L.BELEZA UD.634 - Nenhum;3;
30000000053;DR. SERGIO K. CANFIELD UD. 634 - Nenhum;3;
30000000054;DRA. MARCIA R. GALLI UD. 634 - Nenhum;3;
30000000055;DR. ADRIANO G. BOBRZYK UD. 634 - Nenhum;3;
30000000056;DR. RICARDO T. SCHULZ UD. 634 - Nenhum;3;
30000000057;DRA.ALEIDA M.D.P AGUDELO UD622 - Nenhum;3;
30000000058;DR. JACSON A. SANTANA UD. 622 - Nenhum;3;
30000000059;DRA. ALESSANDRA GUENTHER UD634 - Nenhum;3;
30000000060;CLÍNICA CORSO VAL. NÍVEL 6 - Nenhum;3;
30000000061;DR. JULIANO BRASIL UD. 611 - Nenhum;3;
30000000062;DRA. MARCIA M. GUINOZA UD. 611 - Nenhum;3;
30000000063;DR. VAGNER M. TRAUTWEN UD.611 - Nenhum;3;
30000000064;CLIN. DE FRAT. CANOINHAS UD611 - Nenhum;3;
30000000065;DR. ITAMAR H BESSA UD. 635 - Nenhum;3;
30000000066;DR. RENATO GONÇALVES UD. 635 - Nenhum;3;
30000000067;DRA. ANA HELENA UD. 635 - Nenhum;3;
30000000068;UNID DE TERAP RENAL XXE UD.613 - Nenhum;3;
30000000069;NÚCLEO DE SAÚDE INTEG. 51054 - Nenhum;3;
30000000094;LAB PREST EXCETO UD.618 - Nenhum;3;
30000000095;CLÍNICA BERNARDI UD. CONCÓRDIA - Nenhum;3;
30000000096;TAXAS CLINICA BECKER S/C LTDA - Nenhum;3;
30000000097;TX COLETA EXAMES LAB. UD. 618 - Nenhum;3;
30000000098;FALTA DESCRIÇÃO - Nenhum;3;
30000000099;FALTA DESCRIÇÃO - Nenhum;3;
30000000100;PRESTADORES VIDEIRA TX 8090016 - Nenhum;3;
30000000101;CLÍNICA DERMAT.  UD.627 - Nenhum;3;
30000000102;DERMATO CLÍNICA UD. 627 - Nenhum;3;
30000000103;DERMACLINIC UD. 627 - Nenhum;3;
30000000104;CEAC CARDIOLOGIA UD. 613 - Nenhum;3;
30000000105;DR. MILITINO COSTA JR. UD 635 - Nenhum;3;
30000000106;DR. ALBERTO G. NETO UD. 635 - Nenhum;3;
30000000107;POL. DE ONC HEM CAT UD. 635 - Nenhum;3;
30000000108;DR. FÁBIO PILZ UD. V.DO IGUACU - Nenhum;3;
30000000109;CLÍNICA VERTIGO UD.627 - Nenhum;3;
30000000110;CLINICA BRANDELERO UD 613 - Nenhum;3;
30000000111;MEDCLIN V ULTRAS UD 613 - Nenhum;3;
30000000112;ORTOCLIN UD 613 - Nenhum;3;
30000000113;FAHECE HEMOSC CEPON UD 613 - Nenhum;3;
30000000114;EDUARDO S DA MATTA UD 613 - Nenhum;3;
30000000115;LEONARDO GAUER UD 613 - Nenhum;3;
30000000116;JHON FISCHER C BERMUDEZ UD 613 - Nenhum;3;
30000000117;COT- CLIN ORTOP TRAUMAT UD 334 - Nenhum;3;
30000000118;CLIN FISIO SANTOS UD 334 - Nenhum;3;
40000250023;SOS CARDIO SERV. HOSP. - CILINDRO;3;
30001980051;MARCOS LONGO PIZZOLATTI UD.198 - NENHUM;3;
30001980052;DR.MURILO SOUZA ROSA UD.198 - NENHUM;3;
40002420048;HOSP UNIMED LITORAL - CILINDRO;3;
30000000644;SOCIEDADE BEN S CRISTOVAO - NENHUM;3;
30001480014;CLIN.RADIOL.SAO MIGUEL UD.148 - NENHUM;3;
30000251092;CLINICA MAT. INFANTIL KOBRASOL - NENHUM;3;
30000251093;AR CLIN.DOENÇA PULMÃO/RESPIRAÇ - NENHUM;3;
40000250058;UNICARDIO SERV. MED. UD.25 - CILINDRO;3;
40000251014;CENTROCOR SÃO JOSÉ UD.25 - CILINDRO;3;
30000000634;HOSPITAL SÃO JORGE UD.627 - NENHUM;3;
40000000634;HOSPITAL SÃO JORGE UD.627 - CILINDRO;3;
40000260054;ESADI  UD.26 - CILINDRO;3;
6180611;FISIOTERAPIA - VD/CO;1;
40000000339;HOSP. MAT. JARAGUÁ UD. JARAGUÁ - CILINDRO;3;
30002420057;DR EDUARDO MARQUES BRANDÃO - NENHUM;3;
40000251009;CECADE CEN CAT DE DERMAT UD.25 - CILINDRO;3;
40000251061;DERMO CLÍNICA S/C LTDA UD.25 - CILINDRO;3;
40002420011;GASTRO & IMAGEM UD.242 - CILINDRO;3;
40002420057;DR EDUARDO MARQUES BRANDÃO - CILINDRO;3;
30000251097;CLINICA INTEGRADA DA MAMA S/S - NENHUM;3;
30000251096;CLINICA SISTEMA LTDA UD.25 - NENHUM;3;
40000250021;ULTRALITHO CENTRO MÉDICO - CILINDRO;3;
40001980008;HOSP. UNIMED CRICIUMA - CILINDRO;3;
40000250087;ONCOLOGIA CLÍNICA FPOLIS UD.25 - CILINDRO;3;
40000251030;SOMA UD.25 - CILINDRO;3;
40000251097;CLINICA INTEGRADA DA MAMA S/S - CILINDRO;3;
30000251098;INST. PRO SAUDE POLICLINICA - NENHUM;3;
30000265004;HIPEROX MED. HIPERBASICA SC - NENHUM;3;
30000265005;DR ROLAND A DAGNONI UD.26 - NENHUM;3;
40000260064;UNICARDIO UD.26 - CILINDRO;3;
30000251099;UNIMED GR FLN-COOP TRAB MEDICO - NENHUM;3;
30000251100;UD GR FLN COOP TRAB MED KOBRSO - NENHUM;3;
30002420024;ROSSETO E MENEZES UD.242 - NENHUM;3;
30002423007;ONCOGYN NUCLEO MAST/ONC GINECO - NENHUM;3;
30002423008;DECIO JOSE BERNZ (DR) UD.242 - NENHUM;3;
30002423009;ELOISA REGINA MINUZZI GULARTE - NENHUM;3;
30000250091;CENTROCOR UD.25 - NENHUM;3;
40002422003;HOSP. MARIETA KONDER - CILINDRO;3;
30001484005;HOSP. SAO MIGUEL - NENHUM;3;
30000198003;HOSP. SAO ROQUE - NENHUM;3;
30000198004;HOSPITAL NSA SRA FATIMA 198 - NENHUM;3;
30000198005;HOSPITAL SAO SEBASTIAO UD198 - NENHUM;3;
30000198006;HOSPITAL DOM JOAQUIM 198 - NENHUM;3;
30000198007;HOSP SAO JUDAS TADEU UD 198 - NENHUM;3;
30000198008;COT CLINICA ORT UD 198 - NENHUM;3;
30000198009;CLINICA FISIO SANTOS UD 198 - NENHUM;3;
30000198010;DR. JORGE L BABELUCO UD 198 - NENHUM;3;
30000198011;LUIS CARLOS A. SETTE UD 198 - NENHUM;3;
40001484005;HOSP. SAO MIGUEL - CILINDRO;3;
30000251017;FERGUS OTORRINOS ASSOC UD.25 - NENHUM;3;
30000250126;RESPIRAR FILIAL - UD 25 - NENHUM;3;
30000250128;CDO CENTRO DE DIAGN. OTORRINO - NENHUM;3;
30000000370;DRA CLAUDIA D BAUMGARTEN UD622 - NENHUM;3;
30000331008;ANGIOCOR BRUSQUE UD 331 - NENHUM;3;
30000250127;CEPELLI TRAT AVANÇADO UD 25 - NENHUM;3;
30000250065;MULTIMED UD.25 - NENHUM;3;
30000251101;OTOPLAST UD FLORIANOPOLIS - NENHUM;3;
30000251102;F&J CLÍN DERMATO - UD FLORIANO - NENHUM;3;
30000251103;MEDGIN - UD FLORIANOPOLIS - NENHUM;3;
20000000045;45 - MED: BRASINDICE PF + 19%, DIETA-CONTRASTE PF/ MAT: TABELA UNIMED;2;
20000000046;46 - MEDICAMENTOS: BRASINDICE PF + 21,43 / MATERIAIS: SIMPRO;2;
20000000047;47 - MEDICAMENTOS: BRASINDICE PF + 18% / MATERIAIS: SIMPRO;2;
6270622;PREST EXCEÇÃO CLINICA - EST/FUND;1;
6110611;FISIOTERAPIA - VD/CO;1;
6110626;FISIOTERAPIA - EST/FUND/NAC;1;
30000251105;CENTRO CAT DE UROLOGIA SS UD25 - NENHUM;3;
30003000037;INSTITUTO DOS OLHOS UD 300 - NENHUM;3;
30000265006;GILBERTO LUIS GRAFF UD.026 - NENHUM;3;
30000265007;ROBERTO AMORIM MOREIRA UD.26 - NENHUM;3;
30000265008;AMELIA IDALIA VAZ PEREIRA UD26 - NENHUM;3;
30000265009;DANIEL F BRUNS UD.26 - NENHUM;3;
30000000312;ASSOC. PROT MATERNIDA/INFANCIA - NENHUM;3;
30000251106;ANGIOCLINICA S/S LTDA-EPP - NENHUM;3;
40002200007;INTERVIR - ENDOCLINICA UD 220 - CILINDRO;3;
40002200011;INSTITUTO DE ENDOSCOPIA UD 220 - CILINDRO;3;
40002200013;KRAEMER CLINICA E SERVICOS 220 - CILINDRO;3;
6340212;EXCEÇÃO - PREST VD/CO;1;
6340213;EXCEÇÃO PREST - EST/FUND/NAC/AMIGO;1;
30002215002;MAYRA DA R MARTINS WALCZEWSKI - NENHUM;3;
30003006005;BRUNO HAFFEMANN MOSER - NENHUM;3;
30000050988;DESIDERIO V MARTINEZ FRANCO - NENHUM;3;
30000050989;FERNANDO VOIGT - NENHUM;3;
30000251107;T.C.RADIODIAGNOSTICO S/S LTDA - NENHUM;3;
30000251108;CLINICA SANTA HELENA FILIAL - NENHUM;3;
30000251109;CARDIOCLÍNICA BIGUAÇU LTDA - NENHUM;3;
30000000073;CENTRO TRAT.DOENÇAS RENAIS(634 - NENHUM;3;
30000270057;ADRIANA TIENGO - NENHUM;3;
30002211002;CLINI COLON - NENHUM;3;
30003006006;EWALDO C M CASTRO - NENHUM;3;
30003006007;CENTRO CLIN EUSEBIO BACHLE - NENHUM;3;
30002423013;CLINICA MED SANTA PAULINA LTDA - NENHUM;3;
